Units,Discounts,Fixed Costs,Variable Costs,Revenue,month,qtr,Year,region,country,State,ProductType,Product,Source,YearMonth
13,0,491.21,1542.61,12400.8,December,Qtr 4,2017,AMERICAS,United States,Mississippi,Oils and Butters,Oil,Dominican Republic,2017-12
13,0,195.83,1280.72,12359.4,December,Qtr 4,2017,AMERICAS,United States,Kentucky,Avocados,Avocado,Mexico,2017-12
10,44.31,112.82,828.46,11791.8,October,Qtr 4,2017,AMERICAS,United States,Hawaii,Oils and Butters,Butter,Peru,2017-10
10,0,10.66,7.41,531.2,June,Qtr 2,2017,AMERICAS,United States,West Virginia,Avocados,Avocado,Peru,2017-06
4,0.29,2.33,1.93,146.7,January,Qtr 1,2017,AMERICAS,United States,South Dakota,Avocados,Avocado,Peru,2017-01
13,0,54.41,273.63,2858.4,January,Qtr 1,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Peru,2017-01
9,13.26,101.73,651.86,6419.1,February,Qtr 1,2017,AMERICAS,United States,New Jersey,Avocados,Avocado,Mexico,2017-02
27,7.7,90.24,74.26,4081.8,July,Qtr 3,2017,AMERICAS,United States,West Virginia,Avocados,Avocado,Mexico,2017-07
21,0,169.44,1440.81,14913.1,July,Qtr 3,2017,AMERICAS,United States,West Virginia,Avocados,Avocado,Peru,2017-07
8,44.31,56.41,6619.57,11791.8,October,Qtr 4,2017,AMERICAS,United States,Rhode Island,Avocados,Avocado,Dominican Republic,2017-10
4,0.64,2.58,24.31,258.8,August,Qtr 3,2017,AMERICAS,United States,Washington,Avocados,Avocado,Dominican Republic,2017-08
10,27.32,153.77,928.55,9705,May,Qtr 2,2017,AMERICAS,United States,Wisconsin,Avocados,Avocado,Dominican Republic,2017-05
10,0,39.93,38.86,2519.3,June,Qtr 2,2017,AMERICAS,United States,Hawaii,Avocados,Avocado,Dominican Republic,2017-06
12,2.17,42.12,22.21,2098.2,July,Qtr 3,2017,AMERICAS,United States,Montana,Avocados,Avocado,Dominican Republic,2017-07
10,38.31,114.15,350.49,10884.1,July,Qtr 3,2017,AMERICAS,United States,Mississippi,Avocados,Avocado,Peru,2017-07
11,0,616.19,1362.7,11752.4,November,Qtr 4,2017,AMERICAS,United States,California,Avocados,Avocado,Mexico,2017-11
20,0,259.69,1073.65,11745.1,October,Qtr 4,2017,AMERICAS,United States,New Hampshire,Avocados,Avocado,Mexico,2017-10
6,4.99,12.11,71.89,763.4,July,Qtr 3,2017,AMERICAS,United States,Florida,Avocados,Avocado,Peru,2017-07
9,57.83,238.64,1210.04,12313.9,September,Qtr 3,2017,AMERICAS,United States,California,Avocados,Avocado,Peru,2017-09
9,57.83,195.11,187.5,12310.5,September,Qtr 3,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Mexico,2017-09
9,35.39,180.74,837.27,9426.8,March,Qtr 1,2017,AMERICAS,United States,Tennessee,Avocados,Avocado,Dominican Republic,2017-03
12,11.44,235.95,957.51,12175.5,September,Qtr 3,2017,AMERICAS,United States,Washington,Avocados,Avocado,Peru,2017-09
5,0,5.74,32.76,808.4,June,Qtr 2,2017,AMERICAS,United States,Kansas,Cosmetics,Hair,Mexico,2017-06
10,0,76.32,333.32,9634.8,May,Qtr 2,2017,AMERICAS,United States,South Dakota,Avocados,Avocado,Mexico,2017-05
10,80.44,232.34,648.95,10070.9,March,Qtr 1,2017,AMERICAS,United States,Maine,Avocados,Avocado,Dominican Republic,2017-03
10,19.06,80.36,386.65,5070.4,June,Qtr 2,2017,AMERICAS,United States,West Virginia,Avocados,Avocado,Peru,2017-06
13,18.65,1778.04,145.28,11685.4,November,Qtr 4,2017,AMERICAS,United States,New Hampshire,Oils and Butters,Butter,Peru,2017-11
11,74.54,122.31,376.02,11663.3,November,Qtr 4,2017,AMERICAS,United States,Maine,Cosmetics,Hair,Peru,2017-11
9,36.15,152.55,117.54,9625.3,April,Qtr 2,2017,AMERICAS,United States,Indiana,Avocados,Avocado,Dominican Republic,2017-04
12,34.25,116.58,377.97,12160,September,Qtr 3,2017,AMERICAS,United States,Iowa,Cosmetics,Skin,Peru,2017-09
9,37.1,235.35,1101.81,12144.5,September,Qtr 3,2017,AMERICAS,United States,Texas,Oils and Butters,Butter,Peru,2017-09
20,3.1,36.07,127.95,1630.6,August,Qtr 3,2017,AMERICAS,United States,Mississippi,Avocados,Avocado,Dominican Republic,2017-08
7,22.81,254.36,175.74,12128.2,September,Qtr 3,2017,AMERICAS,United States,Arizona,Oils and Butters,Butter,Mexico,2017-09
12,36.62,232.46,128.71,11995,September,Qtr 3,2017,AMERICAS,United States,California,Avocados,Avocado,Dominican Republic,2017-09
6,38.25,257.53,982.38,11647.2,November,Qtr 4,2017,AMERICAS,United States,South Dakota,Avocados,Avocado,Peru,2017-11
11,76.37,243.6,898.32,11614.9,November,Qtr 4,2017,AMERICAS,United States,Connecticut,Oils and Butters,Oil,Dominican Republic,2017-11
12,0,357.1,1917.45,21573.4,August,Qtr 3,2017,AMERICAS,United States,Delaware,Avocados,Avocado,Peru,2017-08
10,0,151.95,852.15,9590.2,May,Qtr 2,2017,AMERICAS,United States,Utah,Avocados,Avocado,Peru,2017-05
18,5.63,21.46,20.78,2006.5,August,Qtr 3,2017,AMERICAS,United States,Florida,Avocados,Avocado,Peru,2017-08
11,37.18,228.52,126.65,11986,December,Qtr 4,2017,AMERICAS,United States,Montana,Avocados,Avocado,Dominican Republic,2017-12
9,90.69,300.79,1192.42,17257.8,February,Qtr 1,2017,AMERICAS,United States,Alabama,Avocados,Avocado,Peru,2017-02
9,29.03,192.11,838.26,12124.2,January,Qtr 1,2017,AMERICAS,United States,Hawaii,Avocados,Avocado,Dominican Republic,2017-01
8,27.21,320.29,291.31,14485.6,March,Qtr 1,2017,AMERICAS,United States,Hawaii,Avocados,Avocado,Peru,2017-03
13,25.31,189.81,1064.45,11979.1,December,Qtr 4,2017,AMERICAS,United States,Utah,Oils and Butters,Oil,Dominican Republic,2017-12
12,0,264.42,819.55,11958.8,September,Qtr 3,2017,AMERICAS,United States,Minnesota,Avocados,Avocado,Mexico,2017-09
4,4.88,20.62,132.12,1301.1,March,Qtr 1,2017,AMERICAS,United States,Missouri,Avocados,Avocado,Peru,2017-03
18,31.4,57.13,393.93,11945.1,December,Qtr 4,2017,AMERICAS,United States,New Hampshire,Avocados,Avocado,Dominican Republic,2017-12
12,0.78,9.91,47.22,493.8,July,Qtr 3,2017,AMERICAS,United States,Michigan,Oils and Butters,Oil,Dominican Republic,2017-07
7,0,278.79,963.12,13292.3,August,Qtr 3,2017,AMERICAS,United States,Virginia,Oils and Butters,Butter,Peru,2017-08
9,0,168.86,807.34,9584.1,April,Qtr 2,2017,AMERICAS,United States,Florida,Oils and Butters,Oil,Peru,2017-04
9,0,3545.23,163.79,11942.1,March,Qtr 1,2017,AMERICAS,United States,Pennsylvania,Avocados,Avocado,Peru,2017-03
4,0.53,2.63,1.93,165.2,January,Qtr 1,2017,AMERICAS,United States,Montana,Avocados,Avocado,Dominican Republic,2017-01
13,27.04,92.17,377.35,11508.8,November,Qtr 4,2017,AMERICAS,United States,Florida,Avocados,Avocado,Peru,2017-11
11,31.4,57.13,393.93,11945.1,December,Qtr 4,2017,AMERICAS,United States,Rhode Island,Avocados,Avocado,Peru,2017-12
8,43,120,415.29,11444.2,October,Qtr 4,2017,AMERICAS,United States,South Carolina,Avocados,Avocado,Peru,2017-10
10,26.94,379.11,1190.43,9571,April,Qtr 2,2017,AMERICAS,United States,North Carolina,Avocados,Avocado,Peru,2017-04
13,35.42,183.11,168.68,11433.4,November,Qtr 4,2017,AMERICAS,United States,Maine,Avocados,Avocado,Peru,2017-11
10,26.94,1440.63,125,9571,May,Qtr 2,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Mexico,2017-05
9,15.05,254.08,195.26,16032.1,March,Qtr 1,2017,AMERICAS,United States,Virginia,Oils and Butters,Oil,Peru,2017-03
13,22.34,190.58,935.08,11899.1,December,Qtr 4,2017,AMERICAS,United States,Nebraska,Oils and Butters,Oil,Peru,2017-12
12,45.65,191.44,914.62,9540.9,May,Qtr 2,2017,AMERICAS,United States,Illinois,Avocados,Avocado,Mexico,2017-05
12,27.79,229.77,873.65,11856.1,September,Qtr 3,2017,AMERICAS,United States,Maine,Avocados,Avocado,Peru,2017-09
10,17.93,151.14,847.2,9539.1,May,Qtr 2,2017,AMERICAS,United States,Mississippi,Oils and Butters,Oil,Peru,2017-05
10,17.93,377.85,1186.47,9539.1,May,Qtr 2,2017,AMERICAS,United States,Arkansas,Avocados,Avocado,Peru,2017-05
10,21.5,109.36,213.2,11430.1,October,Qtr 4,2017,AMERICAS,United States,New York,Oils and Butters,Oil,Dominican Republic,2017-10
18,21.5,1093.59,127.93,11430.1,October,Qtr 4,2017,AMERICAS,United States,Tennessee,Avocados,Avocado,Dominican Republic,2017-10
12,0,229.2,871.7,11826.3,September,Qtr 3,2017,AMERICAS,United States,Nebraska,Avocados,Avocado,Peru,2017-09
10,17.93,1511.4,119.04,9539.1,May,Qtr 2,2017,AMERICAS,United States,Colorado,Avocados,Avocado,Peru,2017-05
6,0,27.6,34.98,1741.2,August,Qtr 3,2017,AMERICAS,United States,Wisconsin,Avocados,Avocado,Peru,2017-08
12,0,75.2,361.38,9490.3,April,Qtr 2,2017,AMERICAS,United States,Missouri,Avocados,Avocado,Mexico,2017-04
10,163.08,960.2,793.6,43427.6,July,Qtr 3,2017,AMERICAS,United States,North Carolina,Oils and Butters,Oil,Peru,2017-07
10,0,180.96,887.87,11421.4,October,Qtr 4,2017,AMERICAS,United States,Nevada,Avocados,Avocado,Dominican Republic,2017-10
10,0,180.96,1093.22,11421.4,October,Qtr 4,2017,AMERICAS,United States,Alaska,Avocados,Avocado,Peru,2017-10
10,0,90.48,394.83,11421.4,October,Qtr 4,2017,AMERICAS,United States,Maryland,Oils and Butters,Oil,Mexico,2017-10
12,141.59,7199.37,435.01,34274.8,June,Qtr 2,2017,AMERICAS,United States,Illinois,Avocados,Avocado,Dominican Republic,2017-06
8,69.57,110.43,394.89,11396.3,October,Qtr 4,2017,AMERICAS,United States,Illinois,Avocados,Avocado,Peru,2017-10
7,77.68,261.32,1079.91,11818.2,December,Qtr 4,2017,AMERICAS,United States,New Jersey,Avocados,Avocado,Mexico,2017-12
14,0,119.3,6597.49,11376.5,November,Qtr 4,2017,AMERICAS,United States,Washington,Oils and Butters,Oil,Peru,2017-11
21,21.31,238.17,940.53,11356.2,November,Qtr 4,2017,AMERICAS,United States,Colorado,Oils and Butters,Butter,Peru,2017-11
10,0,211.88,867.4,10559.5,June,Qtr 2,2017,AMERICAS,United States,Kansas,Avocados,Avocado,Mexico,2017-06
13,24.38,189.1,232.06,11806.5,December,Qtr 4,2017,AMERICAS,United States,Massachusetts,Avocados,Avocado,Dominican Republic Republic,2017-12
12,3.66,12.8,91.22,856.6,March,Qtr 1,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Peru,2017-03
11,35.58,198.83,785.41,9480.4,May,Qtr 2,2017,AMERICAS,United States,Idaho,Avocados,Avocado,Dominican Republic,2017-05
22,9.27,51.94,177.16,4697.3,June,Qtr 2,2017,AMERICAS,United States,Vermont,Avocados,Avocado,Peru,2017-06
12,199.04,167.97,13185.09,21201.7,July,Qtr 3,2017,AMERICAS,United States,New Mexico,Avocados,Avocado,Mexico,2017-07
13,41.38,178.94,877.95,11293.8,November,Qtr 4,2017,AMERICAS,United States,Arizona,Oils and Butters,Butter,Dominican Republic,2017-11
10,0,196.84,907.15,8532.4,January,Qtr 1,2017,AMERICAS,United States,Hawaii,Avocados,Avocado,Mexico,2017-01
22,27.02,107.94,844.7,11283.5,November,Qtr 4,2017,AMERICAS,United States,Wisconsin,Avocados,Avocado,Dominican Republic,2017-11
24,17.46,178.71,981.19,11276.1,November,Qtr 4,2017,AMERICAS,United States,Wisconsin,Avocados,Avocado,Mexico,2017-11
9,1.69,9.27,40.73,462.1,March,Qtr 1,2017,AMERICAS,United States,Wisconsin,Avocados,Avocado,Mexico,2017-03
12,21.55,225.63,1045.6,11769.2,September,Qtr 3,2017,AMERICAS,United States,North Carolina,Avocados,Avocado,Peru,2017-09
22,0,294.32,912.6,13311.1,July,Qtr 3,2017,AMERICAS,United States,Delaware,Avocados,Avocado,Dominican Republic,2017-07
10,0,245.41,1131,11701.6,September,Qtr 3,2017,AMERICAS,United States,Indiana,Avocados,Avocado,Mexico,2017-09
11,15.37,222.88,968.02,11689.1,December,Qtr 4,2017,AMERICAS,United States,Minnesota,Oils and Butters,Oil,Peru,2017-12
14,74.38,222.36,901.26,11662,December,Qtr 4,2017,AMERICAS,United States,Virginia,Oils and Butters,Oil,Peru,2017-12
9,13.71,128.54,434.88,6632.8,February,Qtr 1,2017,AMERICAS,United States,Minnesota,Avocados,Avocado,Mexico,2017-02
10,6.29,49.05,161.94,2218.5,August,Qtr 3,2017,AMERICAS,United States,Texas,Avocados,Avocado,Mexico,2017-08
9,3.76,16.37,72.43,1978.9,August,Qtr 3,2017,AMERICAS,United States,Alaska,Oils and Butters,Oil,Peru,2017-08
13,52.86,178.34,999.96,11255.5,November,Qtr 4,2017,AMERICAS,United States,West Virginia,Avocados,Avocado,Mexico,2017-11
9,2.39,6.81,27.77,339.4,February,Qtr 1,2017,AMERICAS,United States,Wisconsin,Oils and Butters,Oil,Mexico,2017-02
8,17.17,64.39,5054.4,8127.7,January,Qtr 1,2017,AMERICAS,United States,Connecticut,Avocados,Avocado,Dominican Republic,2017-01
11,65.63,222.27,1127.07,11658.2,December,Qtr 4,2017,AMERICAS,United States,New Jersey,Oils and Butters,Oil,Mexico,2017-12
6,0.94,3,12.63,380.8,July,Qtr 3,2017,AMERICAS,United States,Nebraska,Avocados,Avocado,Dominican Republic,2017-07
6,17.88,107.18,1047.76,11201.5,October,Qtr 4,2017,AMERICAS,United States,New York,Oils and Butters,Butter,Mexico,2017-10
6,54.64,257.53,116.31,11647.2,September,Qtr 3,2017,AMERICAS,United States,Illinois,Avocados,Avocado,Mexico,2017-09
10,18.59,156.7,820.41,9890,June,Qtr 2,2017,AMERICAS,United States,North Dakota,Avocados,Avocado,Peru,2017-06
8,114.63,900.25,3190.53,40716.4,August,Qtr 3,2017,AMERICAS,United States,Oregon,Cosmetics,Skin,Peru,2017-08
19,3.44,13.04,55.92,1623.9,January,Qtr 1,2017,AMERICAS,United States,Wyoming,Cosmetics,Skin,Dominican Republic,2017-01
12,4.37,9.75,6.8,615.6,March,Qtr 1,2017,AMERICAS,United States,Alaska,Avocados,Avocado,Peru,2017-03
10,31.45,108.32,412.45,11178.1,October,Qtr 4,2017,AMERICAS,United States,Minnesota,Avocados,Avocado,Peru,2017-10
13,0,184,1203.34,11612.8,December,Qtr 4,2017,AMERICAS,United States,Washington,Avocados,Avocado,Peru,2017-12
6,8.06,22.06,126.8,3106.9,June,Qtr 2,2017,AMERICAS,United States,Colorado,Avocados,Avocado,Peru,2017-06
13,86.56,182.58,129.95,11523.5,December,Qtr 4,2017,AMERICAS,United States,Oregon,Cosmetics,Skin,Mexico,2017-12
6,124.97,692.51,2699.59,31320.3,March,Qtr 1,2017,AMERICAS,United States,Mississippi,Avocados,Avocado,Peru,2017-03
7,13.59,2338.75,128.84,11134.4,November,Qtr 4,2017,AMERICAS,United States,New Jersey,Avocados,Avocado,Peru,2017-11
6,6.44,6.89,36.98,970.7,June,Qtr 2,2017,AMERICAS,United States,Indiana,Avocados,Avocado,Dominican Republic,2017-06
4,1.22,6.03,31.08,381.4,March,Qtr 1,2017,AMERICAS,United States,Kentucky,Avocados,Avocado,Dominican Republic,2017-03
13,0,184.55,1132.05,11522.1,December,Qtr 4,2017,AMERICAS,United States,North Dakota,Avocados,Avocado,Dominican Republic,2017-12
8,21.59,110.05,808.15,11502.4,September,Qtr 3,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Peru,2017-09
4,1.22,4.02,17.49,253.8,January,Qtr 1,2017,AMERICAS,United States,North Dakota,Avocados,Avocado,Peru,2017-01
8,0,88.2,407.72,11133,November,Qtr 4,2017,AMERICAS,United States,Idaho,Avocados,Avocado,Dominican Republic,2017-11
9,4.33,26.08,100.06,3292.3,August,Qtr 3,2017,AMERICAS,United States,Nebraska,Avocados,Avocado,Peru,2017-08
9,4.27,43.33,167,4552.7,February,Qtr 1,2017,AMERICAS,United States,Colorado,Oils and Butters,Butter,Peru,2017-02
14,17.58,108.19,365.22,11348.1,December,Qtr 4,2017,AMERICAS,United States,Massachusetts,Cosmetics,Skin,Dominican Republic Republic,2017-12
10,127.13,516.46,1904.63,24626.1,August,Qtr 3,2017,AMERICAS,United States,New Jersey,Avocados,Avocado,Peru,2017-08
12,1.55,10.3,42.58,512.8,March,Qtr 1,2017,AMERICAS,United States,Ohio,Oils and Butters,Butter,Peru,2017-03
9,47.74,108.2,412.69,11286.1,September,Qtr 3,2017,AMERICAS,United States,Connecticut,Avocados,Avocado,Dominican Republic,2017-09
13,105.71,180.27,829.77,11256.2,December,Qtr 4,2017,AMERICAS,United States,Maryland,Cosmetics,Hair,Peru,2017-12
4,2.82,149.8,12.63,995,August,Qtr 3,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Peru,2017-08
20,41.68,122.63,304.2,11092.6,October,Qtr 4,2017,AMERICAS,United States,Kentucky,Cosmetics,Hair,Peru,2017-10
11,35.58,1988.28,109.96,9480.4,May,Qtr 2,2017,AMERICAS,United States,Nevada,Avocados,Avocado,Mexico,2017-05
4,0.22,1.22,5.83,151.8,February,Qtr 1,2017,AMERICAS,United States,Oregon,Avocados,Avocado,Dominican Republic,2017-02
8,42.15,225.42,117.57,11234.2,December,Qtr 4,2017,AMERICAS,United States,Nebraska,Oils and Butters,Butter,Peru,2017-12
12,35.58,1320.61,111.83,9475.7,April,Qtr 2,2017,AMERICAS,United States,Maryland,Oils and Butters,Oil,Dominican Republic,2017-04
12,0,47.79,229.28,6029.7,July,Qtr 3,2017,AMERICAS,United States,Washington,Avocados,Avocado,Mexico,2017-07
11,0,198.12,182.61,9446.6,May,Qtr 2,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Dominican Republic,2017-05
12,3.1,11.02,39.81,1099.2,July,Qtr 3,2017,AMERICAS,United States,Utah,Avocados,Avocado,Peru,2017-07
5,0,3.28,21.37,207.3,June,Qtr 2,2017,AMERICAS,United States,Delaware,Avocados,Avocado,Peru,2017-06
12,16.69,66.84,51.49,4217.1,August,Qtr 3,2017,AMERICAS,United States,Mississippi,Avocados,Avocado,Dominican Republic,2017-08
18,92.95,3387.52,294.63,22505.3,January,Qtr 1,2017,AMERICAS,United States,Nebraska,Avocados,Avocado,Dominican Republic,2017-01
13,57.96,174.72,1142.82,11027.9,November,Qtr 4,2017,AMERICAS,United States,Illinois,Oils and Butters,Oil,Mexico,2017-11
10,0,287.11,205.35,18121.1,July,Qtr 3,2017,AMERICAS,United States,Alaska,Oils and Butters,Butter,Dominican Republic,2017-07
10,35.11,130.19,100.05,9341.6,May,Qtr 2,2017,AMERICAS,United States,Michigan,Avocados,Avocado,Mexico,2017-05
11,34.08,52.67,308.64,11011.9,November,Qtr 4,2017,AMERICAS,United States,Wyoming,Avocados,Avocado,Dominican Republic,2017-11
10,0,92.12,93.58,8108.4,July,Qtr 3,2017,AMERICAS,United States,New Hampshire,Avocados,Avocado,Dominican Republic,2017-07
7,13.67,53.58,6288.59,11201.5,September,Qtr 3,2017,AMERICAS,United States,Alaska,Avocados,Avocado,Dominican Republic,2017-09
10,35.02,130.12,790.14,9336.6,May,Qtr 2,2017,AMERICAS,United States,Illinois,Oils and Butters,Butter,Peru,2017-05
12,0,2331.41,143.34,11701.6,June,Qtr 2,2017,AMERICAS,United States,Nebraska,Avocados,Avocado,Mexico,2017-06
8,31.55,101.18,243.04,11184.8,December,Qtr 4,2017,AMERICAS,United States,Maryland,Oils and Butters,Butter,Mexico,2017-12
8,11.35,174.15,1029.77,10989,November,Qtr 4,2017,AMERICAS,United States,Wisconsin,Avocados,Avocado,Peru,2017-11
12,56.75,129.61,787.2,9298.4,May,Qtr 2,2017,AMERICAS,United States,Missouri,Avocados,Avocado,Peru,2017-05
6,0.85,3.61,2.91,227.7,June,Qtr 2,2017,AMERICAS,United States,New Hampshire,Avocados,Avocado,Peru,2017-06
10,31.45,108.32,6591.38,11178.1,September,Qtr 3,2017,AMERICAS,United States,Massachusetts,Oils and Butters,Oil,Peru,2017-09
5,0.56,3,17.49,189.7,August,Qtr 3,2017,AMERICAS,United States,Kentucky,Oils and Butters,Oil,Peru,2017-08
12,0.43,3.55,10.18,354.8,July,Qtr 3,2017,AMERICAS,United States,Kentucky,Avocados,Avocado,Peru,2017-07
19,26.48,113.37,88.28,7050.1,January,Qtr 1,2017,AMERICAS,United States,North Carolina,Avocados,Avocado,Dominican Republic,2017-01
22,36.8,86.49,39.36,3911.9,August,Qtr 3,2017,AMERICAS,United States,New Hampshire,Avocados,Avocado,Dominican Republic,2017-08
9,19.19,129.46,918.16,9289.7,April,Qtr 2,2017,AMERICAS,United States,Florida,Oils and Butters,Oil,Peru,2017-04
10,17.37,179.46,909.72,9260,May,Qtr 2,2017,AMERICAS,United States,Delaware,Oils and Butters,Oil,Mexico,2017-05
10,40.84,109.18,312.9,10881.4,October,Qtr 4,2017,AMERICAS,United States,Colorado,Cosmetics,Hair,Dominican Republic,2017-10
13,34.31,71.8,242.54,7156.6,January,Qtr 1,2017,AMERICAS,United States,Maryland,Avocados,Avocado,Dominican Republic,2017-01
12,21.59,73.03,468.25,4607.4,August,Qtr 3,2017,AMERICAS,United States,Georgia,Cosmetics,Hair,Dominican Republic,2017-08
8,26.19,158.5,203.05,13950.6,June,Qtr 2,2017,AMERICAS,United States,Minnesota,Oils and Butters,Butter,Peru,2017-06
10,0,105.12,354.92,10847.4,October,Qtr 4,2017,AMERICAS,United States,Illinois,Oils and Butters,Oil,Peru,2017-10
20,9.11,53.38,224.39,2413.6,June,Qtr 2,2017,AMERICAS,United States,Minnesota,Avocados,Avocado,Peru,2017-06
10,17.37,163.15,728.36,9260,April,Qtr 2,2017,AMERICAS,United States,South Dakota,Avocados,Avocado,Peru,2017-04
5,7.7,32.61,31.75,2057.8,June,Qtr 2,2017,AMERICAS,United States,New Mexico,Avocados,Avocado,Dominican Republic,2017-06
9,29.97,160.87,107.25,9131.7,April,Qtr 2,2017,AMERICAS,United States,Washington,Avocados,Avocado,Peru,2017-04
12,15.96,96.23,569.29,6071.7,July,Qtr 3,2017,AMERICAS,United States,Massachusetts,Avocados,Avocado,Mexico,2017-07
11,23.54,212.35,861.02,11137.8,December,Qtr 4,2017,AMERICAS,United States,North Dakota,Avocados,Avocado,Peru,2017-12
10,0,210.22,913.62,10847.4,October,Qtr 4,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Dominican Republic,2017-10
10,0,210.22,116.03,10847.4,October,Qtr 4,2017,AMERICAS,United States,North Carolina,Avocados,Avocado,Peru,2017-10
10,0,32.3,30.55,1609.7,June,Qtr 2,2017,AMERICAS,United States,New York,Oils and Butters,Butter,Mexico,2017-06
18,147.31,222.87,1421.38,39232.3,June,Qtr 2,2017,AMERICAS,United States,Maine,Cosmetics,Skin,Dominican Republic,2017-06
8,0,176.39,1153.74,11133,December,Qtr 4,2017,AMERICAS,United States,Michigan,Avocados,Avocado,Dominican Republic,2017-12
18,0,60.91,61.8,5360.9,June,Qtr 2,2017,AMERICAS,United States,Delaware,Avocados,Avocado,Peru,2017-06
10,0,210.22,983.83,10847.4,October,Qtr 4,2017,AMERICAS,United States,Tennessee,Avocados,Avocado,Peru,2017-10
13,57.42,178.16,1093.04,11123.2,December,Qtr 4,2017,AMERICAS,United States,Wisconsin,Oils and Butters,Butter,Mexico,2017-12
5,0,7.55,41.77,476.7,August,Qtr 3,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Dominican Republic,2017-08
6,2.44,4.22,25.26,266,January,Qtr 1,2017,AMERICAS,United States,North Dakota,Avocados,Avocado,Mexico,2017-01
13,27.88,85.65,420.62,10813.3,November,Qtr 4,2017,AMERICAS,United States,California,Oils and Butters,Oil,Dominican Republic,2017-11
9,10.71,452,1419.59,11411.3,January,Qtr 1,2017,AMERICAS,United States,Oregon,Cosmetics,Hair,Mexico,2017-01
12,34.27,160.81,597.71,9127.7,April,Qtr 2,2017,AMERICAS,United States,Vermont,Avocados,Avocado,Peru,2017-04
19,18.57,246.05,837.23,6591.2,March,Qtr 1,2017,AMERICAS,United States,Florida,Avocados,Avocado,Dominican Republic,2017-03
6,4.6,19.57,76.38,2469.3,July,Qtr 3,2017,AMERICAS,United States,Washington,Cosmetics,Skin,Mexico,2017-07
